filename	format	sha256	preliminary_categories	preview
avaliacao_aula4.md	md	3d7c183344c4d7c4dbd2ab89ef47865c79a283622cce81ba0aaf2f6f3902aba4	REFERENCE;TEMPLATE	# Avaliação - Aula 4: Vídeo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) ## Parte 1: Perguntas de Múltipla Escolha (20 pontos) Selecione a opção correta para cada pergunta. 1. Qual das seguintes ferramentas de IA é mais conhecida pela sua capacidade de gerar vídeos com qualidade cinematográfica e controlo de câmara avançado? a) CapCut b) Canva Video c) Google Flow (Veo 3.1) d) Filmora 2. Qual funcionalidade do Runway Gen-3 Alpha permite animar elementos estáticos numa imagem para criar movimento? a) Scenebuilder b) Magic Design c) Motion Brush d) Text-to-Speech 3. Ao criar um guião para uma ferramenta de Text-to-Video, qual característica é mais importante para garantir que a IA compreenda e gere o vídeo corretamente? a) Uso de jargões técnicos complexos b) Descrições visuais claras e concisas c) Extensão do guião para mais de 5 minutos d) Inclusão de várias fontes de áudio 4. Qual das seguintes ferramentas é ideal para criar vídeos curtos e rápidos para redes sociais, com funcionalidades como legendas automáticas e edição baseada em transcrição? a) Google Flow b) Runway Gen-3 Alpha c)
avaliacao_aula5.md	md	9f6d776fe1fa23e3972d8fd342e95de3985e81ae2cce886fda9e39f8c1af30d0	REFERENCE;TEMPLATE	# Avaliação - Aula 5: Projeto Final - Criar uma Marca Completa **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Projeto Final: Criar uma Marca Completa **Instituição:** GAG Labs (Divisão de Formação da GAG Visual) **Slogan:** "Soluções com propósito, inovação com raízes." **Localização:** Kilamba, Luanda, Angola | **NIF:** 5001654063 --- ## Introdução Esta avaliação tem como objetivo aferir a tua capacidade de aplicar as ferramentas de Inteligência Artificial na criação de uma marca completa, demonstrando a compreensão dos conceitos abordados no curso e a tua criatividade no contexto angolano. ## Critérios de Avaliação A avaliação será baseada nos seguintes critérios, com uma pontuação total de 100 pontos: | Critério | Descrição | Pontuação Máxima | | :------- | :-------- | :--------------- | | **1. Conceção da Marca (Nome e Conceito)** | Clareza e originalidade do nome da empresa e do conceito da marca. Relevância para o contexto angolano. Uso eficaz de IA para brainstorming. | 20 | | **2. Logótipo e Identidade Visual** | Qualidade estética e profissionalismo do logótipo. Coerência da paleta de cores e tip
Avaliação-Aula1_IntroduçãoàIAeConversandocomModelosdeLinguagem.md	md	70502c60ad0121daba0e6d256b6970e938a51626925837c2c983f19235270290	TEMPLATE;REFERENCE	# Avaliação - Aula 1: Introdução à IA e Conversando com Modelos de Linguagem **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Aula 1 - Introdução à IA (2 horas) Esta avaliação tem como objetivo verificar a sua compreensão dos conceitos fundamentais de Inteligência Artificial conversacional e a sua capacidade de interagir eficazmente com as ferramentas de IA, aplicando-os em cenários práticos. ## Parte 1: Perguntas de Múltipla Escolha (5 minutos) Assinale a opção correta para cada questão. 1. Qual das seguintes opções MELHOR descreve a Inteligência Artificial Conversacional? a) Sistemas de IA que apenas geram imagens. b) Sistemas de IA que interagem com humanos através da linguagem natural. c) Sistemas de IA que controlam robôs físicos. d) Sistemas de IA que apenas analisam dados numéricos. 2. Qual das seguintes ferramentas de IA é conhecida por fornecer respostas com citações de fontes? a) ChatGPT b) Gemini c) Perplexity AI d) Claude 3. Ao formular um prompt para uma IA, qual dos seguintes elementos é MAIS importante para obter uma resposta relevante? a) Usar apenas uma palavra-chave. b) Ser o mais vago possível. c) Forne
Avaliação_-_Aula_2__Produção_de_Conteúdo_com_IA.md	md	15222e99b31f81c684475bd1aafc9489cbc582d52bd46c51f00dc8e4cc0f4fa7	REFERENCE	# Avaliação - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) **Objetivo:** Avaliar a compreensão e a capacidade dos alunos em utilizar ferramentas de IA para criar documentos profissionais e conteúdo para redes sociais. ## Instruções Gerais: Para responder às questões e completar as tarefas, os alunos devem utilizar as ferramentas de IA (ChatGPT, Claude, Copilot, Gemini). É fundamental lembrar que a revisão humana é crucial, e o conteúdo gerado pela IA deve ser editado e adaptado pelo próprio aluno. As respostas devem ser apresentadas de forma clara e organizada. ## Parte 1: Perguntas de Múltipla Escolha (5 pontos) Selecione a opção correta para cada pergunta. 1. Qual das seguintes ferramentas de IA é mais conhecida por ser desenvolvida pela OpenAI? a) Claude b) Gemini c) ChatGPT d) Copilot 2. Ao criar um currículo com IA, qual é o fator mais importante a considerar para garantir a sua eficácia? a) Usar apenas prompts genéricos. b) Personalizar o conteúdo para a vaga e empresa específicas. c) Não revisar o texto gerado pela IA. d) Usar a IA para escrever todo o cur
Checklist_-_Aula_2__Produção_de_Conteúdo_com_IA.md	md	473adbd8c03e78f61e77edc7ddb3b8d23d60f1d827883b82e91d5260e8f455c7	REFERENCE;TEMPLATE	# Checklist - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) Este checklist destina-se a formadores e alunos para garantir que todos os pontos importantes da Aula 2 são abordados e compreendidos. ## Para o Formador: ### Preparação do Ambiente * [ ] Acesso e familiaridade com ChatGPT, Claude, Copilot, Gemini. * [ ] Conectividade à internet e projeção testadas. * [ ] Navegador web com as ferramentas de IA abertas e prontas. ### Materiais Didáticos * [ ] Plano Minuto a Minuto revisado. * [ ] Manual do Formador consultado. * [ ] Manual do Aluno disponível. * [ ] Exercícios e Desafios prontos para distribuição/apresentação. * [ ] Avaliação preparada. * [ ] Checklist, FAQ, Recursos Adicionais e Prompts Úteis revisados. ### Conteúdo e Demonstrações * [ ] Exemplos práticos angolanos preparados para cada tipo de conteúdo (currículo, carta, e-mail, plano de negócios, Facebook, Instagram). * [ ] Demonstrações claras e concisas das ferramentas de IA. * [ ] Ênfase na revisão humana e adaptação cultural do conteúdo. ### Interação * [ ] Incentivar a participação ativa d
checklist_aula1.md	md	b3eac35dc5b9f6e474753a37d3054e09753780d5f98fb5904cdbe23aafdbb3cb	REFERENCE;TEMPLATE	# Checklist - Aula 1: Introdução à IA e Conversando com Modelos de Linguagem **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Aula 1 - Introdução à IA (2 horas) Este checklist visa garantir que todos os aspetos da Aula 1 sejam devidamente preparados, executados e acompanhados, tanto para o formador quanto para os alunos. ## Checklist do Formador ### Antes da Aula * [ ] **Conteúdo:** * [ ] Revisar o Plano Minuto a Minuto da Aula 1. * [ ] Estudar o Manual do Formador da Aula 1. * [ ] Familiarizar-se com os Exercícios e Desafios propostos. * [ ] Preparar a Avaliação da Aula 1. * [ ] Revisar a Lista de Prompts Úteis. * [ ] Preparar os Recursos Adicionais para partilha. * [ ] Preparar as Sugestões para Interação Online (se aplicável). * [ ] Revisar as Perguntas Frequentes (FAQ) e preparar respostas. * [ ] **Tecnologia e Materiais:** * [ ] Testar o projetor e o sistema de som. * [ ] Verificar a conexão à internet. * [ ] Assegurar que as contas nas plataformas de IA (ChatGPT, Claude, Copilot, Gemini, Perplexity) estão ativas e prontas para demonstração. * [ ] Carregar a apresentação da Aula 1. * [ ] Imprimir ou disponibilizar digitalmen
checklist_aula2.md	md	473adbd8c03e78f61e77edc7ddb3b8d23d60f1d827883b82e91d5260e8f455c7	REFERENCE;TEMPLATE	# Checklist - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) Este checklist destina-se a formadores e alunos para garantir que todos os pontos importantes da Aula 2 são abordados e compreendidos. ## Para o Formador: ### Preparação do Ambiente * [ ] Acesso e familiaridade com ChatGPT, Claude, Copilot, Gemini. * [ ] Conectividade à internet e projeção testadas. * [ ] Navegador web com as ferramentas de IA abertas e prontas. ### Materiais Didáticos * [ ] Plano Minuto a Minuto revisado. * [ ] Manual do Formador consultado. * [ ] Manual do Aluno disponível. * [ ] Exercícios e Desafios prontos para distribuição/apresentação. * [ ] Avaliação preparada. * [ ] Checklist, FAQ, Recursos Adicionais e Prompts Úteis revisados. ### Conteúdo e Demonstrações * [ ] Exemplos práticos angolanos preparados para cada tipo de conteúdo (currículo, carta, e-mail, plano de negócios, Facebook, Instagram). * [ ] Demonstrações claras e concisas das ferramentas de IA. * [ ] Ênfase na revisão humana e adaptação cultural do conteúdo. ### Interação * [ ] Incentivar a participação ativa d
checklist_aula3.md	md	011403d936d2f0da6df4ee21307e0d9e1c8ce11a4b7ee1790e12681d8821e4c0	REFERENCE;TEMPLATE	# Checklist - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- Este checklist foi elaborado para garantir que todos os aspetos importantes da Aula 3 sejam cobertos, tanto na preparação quanto na execução, e para que os alunos possam acompanhar o seu próprio progresso. ## Checklist do Formador (Preparação e Execução) | Item | Status (Concluído/Pendente) | | :----------------------------------------------------------------- | :-------------------------- | | **Preparação Pré-Aula** | | | Revisão completa do Manual do Formador | | | Familiarização com todas as ferramentas de IA (Canva AI, Leonardo AI, Ideogram, Adobe Firefly, Microsoft Designer) | | | Preparação de exemplos práticos angolanos para demonstração (Logótipo, Cartaz, Banner, Mockup) | | | Teste de funcionamento de todas as ferramentas de IA e acesso à internet | | | Preparação de slides ou materiais visuais de apoio | | | Impressão/Disponibilização do Manual do Aluno | | | Impressão/Disponibilização dos Exercícios e Desafios | | | Preparação da Avaliação da Aula | | | Revisão da Lista de Prompts Úteis | | | 
checklist_aula4.md	md	82163ea47d1adeca7404a3d5532e34c0252668bf3e14c9f08e81b55ea66d6113	REFERENCE;TEMPLATE	# Checklist - Aula 4: Vídeo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) Esta checklist foi criada para garantir que todos os passos importantes na criação de vídeos com IA sejam considerados e executados, tanto para o formador quanto para os alunos. ## Checklist do Formador ### Antes da Aula: * [ ] Verificar a conectividade à internet e o funcionamento de todas as plataformas (Google Flow, CapCut, Filmora, Canva, Runway). * [ ] Preparar os exemplos de vídeos angolanos para a introdução (Unitel, Banco BAI). * [ ] Assegurar que as contas de demonstração nas ferramentas de IA estão ativas e com créditos suficientes (se aplicável). * [ ] Rever o Plano Minuto a Minuto e o Manual do Formador. * [ ] Preparar os slides introdutórios e de conceitos (se usar). * [ ] Ter à mão os links para os Recursos Adicionais. * [ ] Prever potenciais dúvidas e preparar respostas (consultar FAQ). ### Durante a Aula: * [ ] Iniciar a aula com uma introdução envolvente e contextualizada a Angola. * [ ] Explicar os conceitos de forma clara e acessível. * [ ] Realizar as demonstrações das ferramentas de forma fluida e passo 
checklist_aula5.md	md	abf2d24a5245ca6ac52e6d6c415cd02c1d9c7140343736f3ac4aacefdf3bf990	REFERENCE;TEMPLATE	# Checklist - Aula 5: Projeto Final - Criar uma Marca Completa **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Módulo:** Projeto Final: Criar uma Marca Completa **Instituição:** GAG Labs (Divisão de Formação da GAG Visual) **Slogan:** "Soluções com propósito, inovação com raízes." **Localização:** Kilamba, Luanda, Angola | **NIF:** 5001654063 --- ## Introdução Utiliza esta checklist para garantir que não te esqueces de nenhum passo importante na criação da tua marca completa com IA. Marca cada item à medida que o fores completando. ## Checklist do Projeto Final ### Fase 1: Conceção da Marca e Nome * [ ] Escolhi um setor de atividade relevante para Angola. * [ ] Defini o problema ou oportunidade que a minha marca resolve. * [ ] Usei **ChatGPT** ou **Claude** para gerar ideias de nomes e slogans. * [ ] Selecionei o nome e slogan final para a minha marca. ### Fase 2: Logótipo e Identidade Visual * [ ] Usei **Leonardo AI** ou **Ideogram** para criar o logótipo da minha marca. * [ ] Defini a paleta de cores principal (2-3 cores). * [ ] Escolhi 1-2 fontes (tipografias) para a minha marca. * [ ] Garanti que o logótipo, cores e fontes são coer
Curso_Prático__Automação_e_IA_para_Empreendedores_.md	md	e90d49b0ca8291c7974f618dfd1c9f9377a37a946c5ec916e35549eafe34424d	WORKFLOW;KNOWLEDGE	# Curso Prático: Automação e IA para Empreendedores Digitais **Formador:** Josemar Gourgel (GAG Visual) **Duração Estimada:** 4 horas (Pode ser dividido em 2 sessões de 2 horas) Bem-vindo ao **Curso Prático de Automação e IA para Empreendedores Digitais**. Este manual é o seu guião completo para lecionar esta formação. O curso foi desenhado para transformar a forma como os empreendedores trabalham, poupar o seu tempo e aumentar o impacto dos seus negócios através de ferramentas inteligentes. A abordagem é 100% focada na prática: os alunos vão aprender fazendo. ## Visão Geral do Curso O curso está estruturado em 5 módulos intensivos. Cada módulo segue uma jornada clara e validada de aprendizagem: **Entender** (teoria) → **Ver** (exemplos) → **Fazer** (exercício guiado) → **Subir de nível** (desafio) → **Aplicar** (projeto final). ### Resumo do Currículo | Módulo | Tema Principal | Foco Prático | Tempo Estimado | | :--- | :--- | :--- | :--- | | 1 | Introdução à IA | Identificar tarefas para automatizar | 40 minutos | | 2 | Ferramentas de IA para Produtividade | Criação de posts e vídeos | 60 minutos | | 3 | Automação de Tarefas e Organizaç�
Desafios_-_Aula_2__Produção_de_Conteúdo_com_IA.md	md	6d912a501f66cf5204c5ad5a68df9c2be19b1e22024d8f76023df8d7e40a2b19	REFERENCE;TEMPLATE	# Desafios - Aula 2: Produção de Conteúdo com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) **Objetivo:** Aprofundar a aplicação da IA na criação de conteúdo, explorando cenários mais complexos e criativos. ## Instruções Gerais: Os desafios propostos exigem um pensamento mais crítico e criativo na utilização das ferramentas de IA. Os alunos são encorajados a combinar diferentes ferramentas e técnicas aprendidas na aula. É fundamental lembrar que a revisão humana é crucial para garantir a qualidade final do conteúdo gerado. ## Desafio 1: Campanha de Marketing Integrada **Cenário:** Uma nova empresa de transporte de mercadorias em Luanda, "Karga Rápida", quer lançar uma campanha de marketing digital para atrair pequenos e médios empresários que precisam de serviços de logística eficientes. **Tarefa:** Para este desafio, o aluno deve utilizar uma ferramenta de IA para gerar um conceito criativo para a campanha, que inclua um slogan e os principais pilares da mensagem. Com base neste conceito, deverá criar um rascunho de um e-mail de apresentação para potenciais clientes B2B, duas publicações pa
Desafios_-_Aula_3__Design_com_IA(1).md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14	REFERENCE;TEMPLATE	# Desafios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Os desafios propostos visam estimular a sua criatividade e aprofundar a sua capacidade de utilizar as ferramentas de IA para design em cenários mais complexos e com maior liberdade. Estes desafios encorajam a experimentação e a aplicação prática do conhecimento adquirido, sempre com um foco na realidade angolana. ## Desafio 1: Campanha de Consciencialização Social **Cenário:** Uma ONG angolana, "Vozes da Esperança", está a lançar uma campanha de consciencialização sobre a importância da educação infantil nas comunidades rurais de Angola. Eles precisam de materiais visuais impactantes para as redes sociais e para distribuição local. **Tarefa:** Crie um conjunto de 3 a 5 peças visuais (imagens, infográficos simples, posts para redes sociais) para a campanha "Educar para o Futuro" da ONG "Vozes da Esperança". **Requisitos:** * Utilize uma ou mais ferramentas de IA para criar as peças. * As peças devem ser visualmente coerentes e transmitir uma mensagem clara sobre a educação infantil em Angola. * Incorpo
Desafios_-_Aula_3__Design_com_IA(2).md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14	REFERENCE;TEMPLATE	# Desafios - Aula 3: Design com IA **Curso:** IA na Prática para Trabalho, Negócios e Produtividade **Divisão:** GAG Labs (GAG Visual) --- ## Introdução Os desafios propostos visam estimular a sua criatividade e aprofundar a sua capacidade de utilizar as ferramentas de IA para design em cenários mais complexos e com maior liberdade. Estes desafios encorajam a experimentação e a aplicação prática do conhecimento adquirido, sempre com um foco na realidade angolana. ## Desafio 1: Campanha de Consciencialização Social **Cenário:** Uma ONG angolana, "Vozes da Esperança", está a lançar uma campanha de consciencialização sobre a importância da educação infantil nas comunidades rurais de Angola. Eles precisam de materiais visuais impactantes para as redes sociais e para distribuição local. **Tarefa:** Crie um conjunto de 3 a 5 peças visuais (imagens, infográficos simples, posts para redes sociais) para a campanha "Educar para o Futuro" da ONG "Vozes da Esperança". **Requisitos:** * Utilize uma ou mais ferramentas de IA para criar as peças. * As peças devem ser visualmente coerentes e transmitir uma mensagem clara sobre a educação infantil em Angola. * Incorpo
